date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:47:15	28332/28332	---M--	200	added ('OK')	image/jpeg	etag:%2290c41c3f17e50b10fc69cd3e5c583a8e%22	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/my-properties-2.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/my-properties-2.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/my-properties.html)
23:47:24	53453/53453	---M--	200	added ('OK')	image/jpeg	etag:%22315f26e0ac23d138dc38267e129046b0%22	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/shop/shop-3.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/shop/shop-3.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/shop-list.html)
23:47:26	719973/719973	---M--	200	added ('OK')	image/png	etag:%227018e02960c35ff80ad5b19da095e5a3%22	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/admin.png	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/admin.png	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/about-1.html)
23:47:27	79756/79756	---M--	200	added ('OK')	image/jpeg	etag:%227952d47b86bbcea95dfa361e24fca35d%22	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/shop/shop-2.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/shop/shop-2.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/shop-list.html)
23:47:29	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:29%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/favicon.ico	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/favicon.ico	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:30	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:30%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/logos/black-logo.png	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/logos/black-logo.png	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:31	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:31%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/banner-1.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/banner-1.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:32	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:32%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/banner-2.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/banner-2.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:33	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:33%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/banner-3.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/banner-3.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:33	89498/89498	---M--	200	added ('OK')	image/jpeg	etag:%22c425953fff1b4238cd0d9e2719a7d2cb%22	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/shop/shop-4.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/shop/shop-4.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/shop-list.html)
23:47:34	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:34%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/property-1.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/property-1.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:34	560/560	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Apr%202019%2012:47:34%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/images/spritemap.png	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/images/spritemap.bb.delayed	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/css/dropzone.css)
23:47:34	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:35%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/property-6.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/property-6.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:36	57125/57125	---M--	200	added ('OK')	image/jpeg	etag:%22131ef81bab8537ee50a6f1e9444dcd28%22	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/shop/shop-5.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/shop/shop-5.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/shop-cart.html)
23:47:36	563/563	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Apr%202019%2012:47:36%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/images/spritemap@2x.png	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/images/spritemap@2x.png	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/css/dropzone.css)
23:47:36	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:37%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/property-3.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/property-3.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:37	80530/80530	---M--	200	added ('OK')	image/jpeg	etag:%223a8fd446a36b4e3b2640a2ebd92a1acd%22	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/shop/shop-1.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/shop/shop-1.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/shop-list.html)
23:47:37	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:37%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/property-2.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/property-2.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:37	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:37%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/popular-places/popular-places.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/popular-places/popular-places.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:37	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:38%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/popular-places/popular-places-2.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/popular-places/popular-places-2.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:38	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:39%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/popular-places/popular-places-3.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/popular-places/popular-places-3.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:38	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:39%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/avatar/avatar-5.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/avatar/avatar-5.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:38	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:39%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/popular-places/popular-places-4.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/popular-places/popular-places-4.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:38	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:39%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/avatar/avatar-6.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/avatar/avatar-6.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:39	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:40%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/avatar/avatar-11.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/avatar/avatar-11.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:39	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:40%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/testimonial-property-2.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/testimonial-property-2.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:39	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:40%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/avatar/avatar.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/avatar/avatar.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:39	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:40%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/avatar/avatar-7.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/avatar/avatar-7.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:40	561/561	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Apr%202019%2012:47:41%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/css/images/layers.png	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/css/images/layers.png	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/css/leaflet.css)
23:47:41	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:42%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/avatar/avatar-3.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/avatar/avatar-3.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:41	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:42%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/blog/blog-5.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/blog/blog-5.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:41	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:42%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/avatar/avatar-2.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/avatar/avatar-2.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:41	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:42%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/blog/blog-6.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/blog/blog-6.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:42	564/564	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Apr%202019%2012:47:43%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/css/images/layers-2x.png	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/css/images/layers-2x.png	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/css/leaflet.css)
23:47:43	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:45%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/sub-property/sub-property-3.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/sub-property/sub-property-3.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:43	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:45%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/sub-property/sub-property-2.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/sub-property/sub-property-2.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:43	1684/1684	UR-M--	200	added ('Partial%20Content')	image/png	etag:%22cf8c33487aafb5e10c91766e25ace024%22	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/logos/logo-white.png	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/logos/logo-white.png	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:43	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:44%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/sub-property/sub-property.jpg	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/sub-property/sub-property.jpg	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:44	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:45%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/jquery-2.2.0.min.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/jquery-2.2.0.min.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:44	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:46%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/popper.min.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/popper.min.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:44	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:46%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/bootstrap.min.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/bootstrap.min.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:44	1684/1684	UR-M--	200	added ('Partial%20Content')	image/png	etag:%22cf8c33487aafb5e10c91766e25ace024%22	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/logos/logo.png	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/logos/logo.png	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:45	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:46%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/jquery.selectBox.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/jquery.selectBox.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:45	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:46%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/rangeslider.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/rangeslider.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:45	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:47%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/jquery.magnific-popup.min.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/jquery.magnific-popup.min.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:45	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:47%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/jquery.filterizr.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/jquery.filterizr.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:46	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22c5cd7f5300576ab4c88202b42f6ded62%22	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/ajax-loader.gif	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/img/ajax-loader.gif	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/css/slick-theme.css)
23:47:47	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:49%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/jquery.countdown.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/jquery.countdown.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:47	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:48%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/backstretch.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/backstretch.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:47	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:48%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/wow.min.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/wow.min.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:47	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:49%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/jquery.scrollUp.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/jquery.scrollUp.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:48	2048/2048	---M--	200	added ('OK')	binary/octet-stream	etag:%22ced611daf7709cc778da928fec876475%22	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/fonts/slick/slick.eot	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/fonts/slick/slick.eot	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/css/slick-theme.css)
23:47:49	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:51%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/dropzone.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/dropzone.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:49	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:50%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/particles.min.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/particles.min.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:49	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:50%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/typed.min.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/typed.min.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:49	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:51%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/jquery.mb.YTPlayer.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/jquery.mb.YTPlayer.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:50	2048/2048	---M--	200	added ('OK')	binary/octet-stream	etag:%22ced611daf7709cc778da928fec876475%22	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/fonts/slick/slick.eot?	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/fonts/slick/slickd41d.eot	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/css/slick-theme.css)
23:47:51	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:52%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/leaflet-providers.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/leaflet-providers.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:51	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:53%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/leaflet.markercluster.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/leaflet.markercluster.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:51	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:53%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/slick.min.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/slick.min.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:51	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:52%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/leaflet.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/leaflet.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:52	1380/1380	---M--	200	added ('OK')	application/font-woff	etag:%22b7c9e1e479de3b53f1e4e30ebac2403a%22	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/fonts/slick/slick.woff	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/fonts/slick/slick.woff	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/css/slick-theme.css)
23:47:53	0/0	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Tue,%2002%20Apr%202019%2012:47:54%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/maps.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/maps.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:53	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:55%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/app.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/app.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
23:47:53	0/0	UR-M--	500	error ('Operation%20not%20permitted')	text/html	date:Tue,%2002%20Apr%202019%2012:47:55%20GMT	http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/ie-emulation-modes-warning.js	/home/dhruval/websites/sample4/themevessel-item.s3-website-us-east-1.amazonaws.com/xero/assets/js/ie-emulation-modes-warning.js	(from http://themevessel-item.s3-website-us-east-1.amazonaws.com/xero/index.html)
